"sample_id","species_code","abundance","sample_type","Species","seed.mass","mean_abundance","X","X.1"
"dt 43","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 43","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 44","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 44","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 44","ACST",0.111459,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 44","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 44","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 44","ASFA",0.066532,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 44","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 44","CAME",0.173593,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 44","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 44","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 44","ELCO",0.053522,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 44","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 44","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 44","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 44","GRCA",0.083162,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 44","HOBR",0.042994,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 44","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 44","KOMA",0.095429,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 44","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 44","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 44","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 44","LUSU",0.222975,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 44","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 44","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 44","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 44","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 44","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 44","RACA",0.058358,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 44","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 44","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 44","STPU",0.091974,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 44","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 45","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 45","ACMI",0.110433,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 45","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 45","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 45","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 45","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 45","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 45","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 45","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 45","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 45","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 45","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 45","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 45","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 45","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 45","HOBR",0.017022,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 45","HOIN",0.057992,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 45","KOMA",0.100467,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 45","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 45","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 45","LUMI",0.181371,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 45","LUSU",0.163456,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 45","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 45","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 45","PHCI",0.208238,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 45","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 45","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 45","RACA",0.039188,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 45","SIBE",0.058649,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 45","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 45","STPU",0.063184,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 45","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 46","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 46","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 46","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 46","AMME",0.344523,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 46","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 46","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 46","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 46","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 46","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 46","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 46","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 46","ELGL",0.132224,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 46","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 46","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 46","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 46","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 46","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 46","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 46","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 46","LUBI",0.523253,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 46","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 46","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 46","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 46","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 46","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 46","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 46","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 46","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 46","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 46","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 46","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 46","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 47","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 47","ACMI",0.005077,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 47","ACST",0.108174,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 47","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 47","ARPU",0.077881,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 47","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 47","BRCA",0.281308,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 47","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 47","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 47","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 47","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 47","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 47","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 47","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 47","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 47","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 47","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 47","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 47","LAPL",0.00264,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 47","LUBI",0.282101,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 47","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 47","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 47","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 47","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 47","PHCI",0.066289,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 47","PLER",0.159659,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 47","POSE",0.00311,"year0","Poa secunda",0.00057,0,NA,NA
"dt 47","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 47","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 47","SPAI",0.01376,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 47","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 47","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 48","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 48","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 48","ACST",0.076727,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 48","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 48","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 48","ASFA",0.152752,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 48","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 48","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 48","CIOC",0.301465,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 48","DEFA",0.022465,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 48","ELCO",0.054287,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 48","ELGL",0.103074,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 48","ESCA",0.05535,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 48","FEMI",0.140838,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 48","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 48","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 48","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 48","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 48","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 48","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 48","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 48","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 48","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 48","MURI",0.031101,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 48","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 48","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 48","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 48","RACA",0.061941,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 48","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 48","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 48","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 48","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 49","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 49","ACMI",0.112214,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 49","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 49","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 49","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 49","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 49","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 49","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 49","CIOC",0.165957,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 49","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 49","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 49","ELGL",0.066362,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 49","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 49","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 49","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 49","HOBR",0.034823,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 49","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 49","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 49","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 49","LUBI",0.13763,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 49","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 49","LUSU",0.181964,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 49","MEIM",0.059357,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 49","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 49","PHCI",0.151286,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 49","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 49","POSE",0.034371,"year0","Poa secunda",0.00057,0,NA,NA
"dt 49","RACA",0.056036,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 49","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 49","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 49","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 49","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 5","ACAM",0.088705,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 5","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 5","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 5","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 5","ARPU",0.131258,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 5","ASFA",0.067705,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 5","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 5","CAME",0.208559,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 5","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 5","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 5","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 5","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 5","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 5","FEMI",0.171608,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 5","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 5","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 5","HOIN",0.049029,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 5","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 5","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 5","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 5","LUMI",0.119857,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 5","LUSU",0.052416,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 5","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 5","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 5","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 5","PLER",0,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 5","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 5","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 5","SIBE",0,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 5","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 5","STPU",0.052541,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 5","TRWI",0.058322,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 50","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 50","ACMI",0,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 50","ACST",0.112203,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 50","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 50","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 50","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 50","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 50","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 50","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 50","DEFA",0.001074,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 50","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 50","ELGL",0.227503,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 50","ESCA",0.003301,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 50","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 50","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 50","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 50","HOIN",0.363133,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 50","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 50","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 50","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 50","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 50","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 50","MEIM",0.000526,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 50","MURI",0,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 50","PHCI",0.030602,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 50","PLER",0.249092,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 50","POSE",2.6e-05,"year0","Poa secunda",0.00057,0,NA,NA
"dt 50","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 50","SIBE",0.012539,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 50","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 50","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 50","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 51","ACAM",0.336887,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 51","ACMI",0.003024,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 51","ACST",0,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 51","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 51","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 51","ASFA",0.1272,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 51","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 51","CAME",0.059639,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 51","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 51","DEFA",0,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 51","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 51","ELGL",0,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 51","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 51","FEMI",0,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 51","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 51","HOBR",0,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 51","HOIN",0.243392,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 51","KOMA",0.00424,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 51","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 51","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 51","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 51","LUSU",0,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 51","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 51","MURI",0.014751,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 51","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 51","PLER",0.160803,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 51","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 51","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 51","SIBE",0.041425,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 51","SPAI",0.008639,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 51","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
"dt 51","TRWI",0,"year0","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"dt 52","ACAM",0,"year0","Acmispon americanus",0.00364,0.088533547,NA,NA
"dt 52","ACMI",0.054364,"year0","Achillea millefolium",0.00017,0.006356955,NA,NA
"dt 52","ACST",0.072976,"year0","Acmispon strigosus",0.00139,0.02916849,NA,NA
"dt 52","AMME",0,"year0","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"dt 52","ARPU",0,"year0","Aristida purpurea",0.00121,0,NA,NA
"dt 52","ASFA",0,"year0","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"dt 52","BRCA",0,"year0","Bromus carinatus",0.00689,0.140296082,NA,NA
"dt 52","CAME",0,"year0","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"dt 52","CIOC",0,"year0","Cirsium occidentale",0.00593,0.009548198,NA,NA
"dt 52","DEFA",0.060938,"year0","Deinandra fasciculata",0.00067,0,NA,NA
"dt 52","ELCO",0,"year0","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"dt 52","ELGL",0.091358,"year0","Elymus glaucus",0.00369,0.002531458,NA,NA
"dt 52","ESCA",0,"year0","Eschscholzia californica",0.00108,0.007541432,NA,NA
"dt 52","FEMI",0.133055,"year0","Festuca microstachys",0.00151,0.253290672,NA,NA
"dt 52","GRCA",0,"year0","Grindelia camporum",0.00198,0.074548922,NA,NA
"dt 52","HOBR",0.094201,"year0","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"dt 52","HOIN",0,"year0","Hordeum intercedens",0.00471,0,NA,NA
"dt 52","KOMA",0,"year0","Koeleria macrantha",0.00022,0,NA,NA
"dt 52","LAPL",0,"year0","Layia platyglossa",0.00058,0,NA,NA
"dt 52","LUBI",0,"year0","Lupinus bicolor",0.00391,0.000794985,NA,NA
"dt 52","LUMI",0,"year0","Lupinus microcarpus",0.02635,0,NA,NA
"dt 52","LUSU",0.271524,"year0","Lupinus succulentus",0.0271,0.004858119,NA,NA
"dt 52","MEIM",0,"year0","Melica imperfecta",0.00096,0,NA,NA
"dt 52","MURI",0.077599,"year0","Muhlenbergia rigens",2e-04,0,NA,NA
"dt 52","PHCI",0,"year0","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"dt 52","PLER",0.069191,"year0","Plantago erecta",0.00154,0.001651048,NA,NA
"dt 52","POSE",0,"year0","Poa secunda",0.00057,0,NA,NA
"dt 52","RACA",0,"year0","Ranunculus californicus",0.00226,0.000355497,NA,NA
"dt 52","SIBE",0.074795,"year0","Sisyrinchium bellum",0.00138,0,NA,NA
"dt 52","SPAI",0,"year0","Sporobolus airoides",0.00024,0,NA,NA
"dt 52","STPU",0,"year0","Stipa pulchra",0.00485,0.000186707,NA,NA
